Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1993-02-23,4.096996922646799,4.161012499563156,3.9209540861268195,3.968965768814087,40594800,0.0,0.0
1993-02-24,4.032981019861558,4.129004377477309,3.9849693410536826,4.080992698669434,9426400,0.0,0.0
1993-02-25,4.096995386584052,4.1770148277282715,4.080991498355208,4.1770148277282715,5229200,0.0,0.0
1993-02-26,4.177015135423193,4.241030693054199,4.112999577792186,4.241030693054199,2761200,0.0,0.0
1993-03-01,4.193018194288015,4.209022080525756,4.096994876861572,4.096994876861572,3014400,0.0,0.0
1993-03-02,4.129004017935053,4.225027367189356,4.113000126392669,4.209023475646973,3022800,0.0,0.0
1993-03-03,4.193017959594727,4.257033500962585,4.161010188910797,4.193017959594727,2808800,0.0,0.0
1993-03-04,4.1770148277282715,4.225026492414803,4.1770148277282715,4.1770148277282715,1783600,0.0,0.0
1993-03-05,4.161011437724407,4.273038668740065,4.096995877144032,4.257034778594971,3868800,0.0,0.0
1993-03-08,4.225026803646448,4.257034582461951,4.193019024830944,4.241030693054199,2516000,0.0,0.0
1993-03-09,4.2250250931624524,4.4170716883062004,4.2250250931624524,4.369060039520264,2449200,0.0,0.0
1993-03-10,4.3370544003768705,4.5611088712450485,4.321050509600572,4.54510498046875,3192800,0.0,0.0
1993-03-11,4.5931166527976455,4.5931166527976455,4.4970933081398545,4.54510498046875,1276400,0.0,0.0
1993-03-12,4.513097218576187,4.641128345344305,4.3530583101160385,4.625124454498291,2958800,0.0,0.0
1993-03-15,4.609120543573944,4.609120543573944,4.513097198916153,4.54510498046875,1858400,0.0,0.0
1993-03-16,4.51309649721324,4.561108162077211,4.433077055773289,4.449080944061279,2182000,0.0,0.0
1993-03-17,4.449080586009178,4.497092247009277,4.4010689250090795,4.497092247009277,2413600,0.0,0.0
1993-03-18,4.4810901747809515,4.625125216113196,4.4810901747809515,4.609121322631836,1765200,0.0,0.0
1993-03-19,4.641128038105212,4.641128038105212,4.561108589172363,4.561108589172363,2397600,0.0,0.0
1993-03-22,4.577112762021347,4.577112762021347,4.4970933081398545,4.54510498046875,729200,0.0,0.0
1993-03-23,4.545104273789221,4.545104273789221,4.449080944061279,4.449080944061279,924000,0.0,0.0
1993-03-24,4.449083238081498,4.449083238081498,4.2730403761430225,4.401071548461914,1787600,0.0,0.0
1993-03-25,4.369063755382191,4.401071548461914,4.305048169222745,4.401071548461914,1080400,0.0,0.0
1993-03-26,4.545103906364571,4.689138889312744,4.52910001937033,4.689138889312744,2376800,0.0,0.0
1993-03-29,4.657131700902371,4.737151145935059,4.577112255869685,4.737151145935059,1273600,0.0,0.0
1993-03-30,4.801166018756283,4.913193225860596,4.75315435856872,4.913193225860596,1463600,0.0,0.0
1993-03-31,4.929197112589783,5.025220432964909,4.897189339131408,4.913193225860596,1856000,0.0,0.0
1993-04-01,4.84917836898082,4.865182257987358,4.705143367921984,4.737151145935059,1410000,0.0,0.0
1993-04-02,4.673135817678351,4.753155266611199,4.561108589172363,4.561108589172363,1338800,0.0,0.0
1993-04-05,4.545104723963244,4.657131953075014,4.545104723963244,4.641128063201904,873200,0.0,0.0
1993-04-06,4.657130186374371,4.673134070176345,4.577110767364502,4.577110767364502,763200,0.0,0.0
1993-04-07,4.561108613836354,4.657131953075014,4.561108613836354,4.641128063201904,240400,0.0,0.0
1993-04-08,4.641128345344305,4.641128345344305,4.609120563652276,4.625124454498291,304000,0.0,0.0
1993-04-12,4.625123922889297,4.737151145935059,4.625123922889297,4.737151145935059,217600,0.0,0.0
1993-04-13,4.801165627651527,4.9131928256300625,4.801165627651527,4.881185054779053,937600,0.0,0.0
1993-04-14,4.8811852208341655,5.025220194563698,4.8811852208341655,5.00921630859375,689600,0.0,0.0
1993-04-15,4.945202512741089,4.945202512741089,4.737151921590169,4.8011674880981445,1319600,0.0,0.0
1993-04-16,4.833175557114209,4.865183342260661,4.769159986821306,4.785163879394531,1452400,0.0,0.0
1993-04-19,4.753155205347767,4.785162984508358,4.657131867865994,4.673135757446289,861600,0.0,0.0
1993-04-20,4.721147078928594,4.7531548557348895,4.433077087671934,4.52910041809082,2764000,0.0,0.0
1993-04-21,4.529099618234942,4.593115160542149,4.465084075927734,4.465084075927734,1372800,0.0,0.0
1993-04-22,4.465084075927734,4.545103503811744,4.449080190350933,4.465084075927734,1387600,0.0,0.0
1993-04-23,4.449083238081498,4.46508713462136,4.35305985884233,4.401071548461914,660400,0.0,0.0
1993-04-26,4.41707330299576,4.4490810805537,4.257034415206059,4.305046081542969,1847200,0.0,0.0
1993-04-27,4.2570326608770035,4.353055953979492,4.177013249958263,4.353055953979492,1674000,0.0,0.0
1993-04-28,4.385064252447135,4.44907978897921,4.33705260004808,4.433075904846191,726800,0.0,0.0
1993-04-29,4.433075224143871,4.465082987495091,4.417071342468262,4.417071342468262,228800,0.0,0.0
1993-04-30,4.433080139467793,4.99321661918394,4.433080139467793,4.961208820343018,3105600,0.0,0.0
1993-05-03,4.865182344605323,4.865182344605323,4.673135673107744,4.705143451690674,2001200,0.0,0.0
1993-05-04,4.737151145935059,4.769158923948133,4.689139478915447,4.737151145935059,826000,0.0,0.0
1993-05-05,4.721146663301227,4.721146663301227,4.673135002318503,4.689138889312744,512000,0.0,0.0
1993-05-06,4.689139929833691,4.689139929833691,4.609120477106154,4.657132148742676,183200,0.0,0.0
1993-05-07,4.673135757446289,4.70514353660688,4.657131867865994,4.673135757446289,245200,0.0,0.0
1993-05-10,4.689139478915447,4.769158923948133,4.689139478915447,4.737151145935059,708800,0.0,0.0
1993-05-11,4.73714951337394,4.73714951337394,4.673133979409427,4.7211456298828125,568800,0.0,0.0
1993-05-12,4.7211456298828125,4.753153396865069,4.689137862900556,4.7211456298828125,258000,0.0,0.0
1993-05-13,4.689140790038639,4.689140790038639,4.609121322631836,4.609121322631836,163200,0.0,0.0
1993-05-14,4.593116343021393,4.593116343021393,4.401069666658129,4.481089115142822,848000,0.0,0.0
1993-05-17,4.481089140239515,4.593116368745503,4.465085250452945,4.561108589172363,382000,0.0,0.0
1993-05-18,4.545106989272098,4.545106989272098,4.4650875000243495,4.513099193572998,883600,0.0,0.0
1993-05-19,4.497093030026084,4.593116368745503,4.497093030026084,4.561108589172363,514800,0.0,0.0
1993-05-20,4.593116343021393,4.593116343021393,4.449081335748946,4.481089115142822,936800,0.0,0.0
1993-05-21,4.449079247081981,4.449079247081981,4.337052071795744,4.353055953979492,834000,0.0,0.0
1993-05-24,4.33705260004808,4.433075904846191,4.321048715915061,4.433075904846191,262400,0.0,0.0
1993-05-25,4.445917511331862,4.461967755055082,4.397766780162203,4.429867267608643,662400,0.025,0.0
1993-05-26,4.429866543402037,4.718770883189126,4.429866543402037,4.702720642089844,659200,0.0,0.0
1993-05-27,4.686670669881474,4.734821395941901,4.49406776563977,4.510118007659912,1011600,0.0,0.0
1993-05-28,4.494067174738104,4.494067174738104,4.381715495369651,4.413815975189209,1338800,0.0,0.0
1993-06-01,4.413815224644079,4.461965936185651,4.413815224644079,4.445915699005127,330400,0.0,0.0
1993-06-02,4.445917320935102,4.494068050042703,4.445917320935102,4.478017807006836,295600,0.0,0.0
1993-06-03,4.494067561017336,4.494067561017336,4.39776611328125,4.39776611328125,178800,0.0,0.0
1993-06-04,4.365665815853105,4.4298667837332975,4.349615573883057,4.349615573883057,211200,0.0,0.0
1993-06-07,4.349615573883057,4.365665815853105,4.317515089942961,4.349615573883057,314400,0.0,0.0
1993-06-08,4.349615573883057,4.365665815853105,4.333565331913008,4.349615573883057,295200,0.0,0.0
1993-06-09,4.349615015550094,4.413815975189209,4.349615015550094,4.413815975189209,341200,0.0,0.0
1993-06-10,4.413816157509299,4.413816157509299,4.349615195218255,4.365665435791016,166000,0.0,0.0
1993-06-11,4.3817158719919025,4.4138163545705975,4.365665630702555,4.39776611328125,148000,0.0,0.0
1993-06-14,4.39776573527943,4.461966694918546,4.39776573527943,4.413815975189209,449200,0.0,0.0
