Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-08-05,41.29454257838923,41.352262332237174,41.26980329424678,41.319278717041016,4600,0.0,0
2010-08-06,41.434709277841826,41.459445411152394,41.37698953645716,41.40997314453125,9800,0.0,0
2010-08-09,41.442969855567455,41.442969855567455,41.302794184529205,41.385250091552734,23200,0.0,0
2010-08-10,41.377007328401554,41.640870015474164,41.3605155172731,41.6243782043457,21900,0.0,0
2010-08-11,41.67385363773108,41.69858978167809,41.60788639321725,41.6243782043457,22400,0.0,0
2010-08-12,41.640869316085656,41.640869316085656,41.32753120089042,41.36875915527344,104000,0.0,0
2010-08-13,41.418230642698276,41.56665378073271,41.377002692242264,41.508934020996094,129700,0.0,0
2010-08-16,41.748060513444834,41.748060513444834,41.6078817073854,41.640865325927734,60200,0.0,0
2010-08-17,41.59138140600603,41.607873211909904,41.484189385866344,41.52541732788086,81300,0.0,0
2010-08-18,41.61613478806823,41.61613478806823,41.475955963134766,41.475955963134766,28000,0.0,0
2010-08-19,41.475941910169226,41.59138140600603,41.45945010426535,41.52541732788086,16800,0.0,0
2010-08-20,41.541914264562905,41.541914264562905,41.43471908569336,41.43471908569336,19700,0.0,0
2010-08-23,41.401738833417674,41.508934020996094,41.32752726440046,41.508934020996094,15600,0.0,0
2010-08-24,41.68209797054963,43.00141455140402,41.53367481588487,41.6243782043457,26200,0.0,0
2010-08-25,41.73156652754626,41.73156652754626,41.5584072574671,41.616127014160156,34500,0.0,0
2010-08-26,41.7150861878861,41.87175369262695,41.68210256199591,41.87175369262695,15200,0.0,0
2010-08-27,41.871736355839325,41.871736355839325,41.57489013671875,41.57489013671875,48200,0.0,0
2010-08-30,41.76456069946289,41.80578865816443,41.68210163656818,41.76456069946289,25400,0.0,0
2010-08-31,41.91296275586148,41.91296275586148,41.814011930228794,41.85523986816406,20800,0.0,0
2010-09-01,41.73157294684682,41.73157294684682,41.475954595392565,41.69858932495117,35500,0.0,0
2010-09-02,41.65736182660262,41.67385363773108,41.55841410532323,41.6243782043457,12400,0.0,0
2010-09-03,41.508920073650835,41.591375946856985,41.49242826991161,41.550148010253906,13300,0.0,0
2010-09-07,41.75629382171077,41.83050537109375,41.69032974753155,41.83050537109375,17700,0.0,0
2010-09-08,41.78928114276697,41.78928114276697,41.64910236126561,41.706825256347656,17400,0.0,0
2010-09-09,41.6573537615252,41.6573537615252,41.517174966818324,41.566650390625,23500,0.0,0
2010-09-10,41.60786896315396,41.690327984253116,41.59137715893414,41.59962463378906,15500,0.0,0
2010-09-13,41.62436252786217,41.86348898092844,41.62436252786217,41.83050537109375,10200,0.0,0
2010-09-14,41.95419944311516,41.95419944311516,41.8882322122696,41.91297149658203,26700,0.0,0
2010-09-15,41.830514215622614,41.8799896408356,41.72331903373989,41.7480583190918,21700,0.0,0
2010-09-16,41.68209120395689,41.68209120395689,41.52542374190667,41.607879638671875,26800,0.0,0
2010-09-17,41.640868720708035,41.69034415255503,41.56665714568316,41.58314895629883,11200,0.0,0
2010-09-20,41.665600147816576,41.77279533193951,41.63261967580951,41.7315673828125,24100,0.0,0
2010-09-21,41.871739181669476,42.284024925941104,41.82226690547087,42.2592887878418,47300,0.0,0
2010-09-22,42.49016483887472,42.53139592682285,42.36648101150148,42.374725341796875,15100,0.0,0
2010-09-23,42.43245220160995,42.43245220160995,42.226309309283245,42.325260162353516,14800,0.0,0
2010-09-24,42.209809551418985,42.27577677437611,42.12735366821289,42.12735366821289,24200,0.0,0
2010-09-27,42.16035327790328,42.275792816392745,42.135613987161605,42.25105667114258,16600,0.0,0
2010-09-28,42.36648481538567,42.60560816130649,42.34174553129749,42.50666046142578,17100,0.0,0
2010-09-29,42.50666977675402,42.50666977675402,42.30877433362385,42.35000228881836,19500,0.0,0
2010-09-30,42.30877860859504,42.42421815300046,42.0531602277747,42.275794982910156,25400,0.0,0
2010-10-01,42.242798182702934,42.34176519834016,42.209808128788964,42.31702423095703,15400,0.01,0
2010-10-04,42.374746397135375,42.374746397135375,42.30876630309539,42.35000228881836,39700,0.0,0
2010-10-05,42.440722949394086,42.5974240982261,42.415981987411776,42.56443405151367,21600,0.0,0
2010-10-06,43.0345123616323,43.290180392544364,42.98502731323242,42.98502731323242,44300,0.0,0
2010-10-07,43.03453876055594,43.03453876055594,42.8448506778156,42.91082763671875,24500,0.0,0
