Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-05-04,58.50709048554063,59.469378158000175,53.88810965773479,54.176795959472656,22320900,0.0,0
1999-05-05,53.791865233271295,53.791865233271295,51.001231795409275,53.21449279785156,7565700,0.0,0
1999-05-06,52.3484607686005,53.406977438553824,51.6267448572687,52.30034637451172,2905700,0.0,0
1999-05-07,52.30033912787349,57.641036131731774,51.3861657668527,57.063663482666016,4862300,0.0,0
1999-05-10,56.48628445329337,56.58251321726832,54.08056535391972,54.41736602783203,2589400,0.0,0
1999-05-11,53.88812255859375,54.80229606628418,53.50320739746094,54.369266510009766,1839800,0.0,0
1999-05-12,54.65792561226151,57.64101662278986,53.21449447813488,56.58250045776367,2659300,0.0,0
1999-05-13,56.39003712615836,57.929696842913536,55.81266473237517,56.341922760009766,1142900,0.0,0
1999-05-14,54.85038064360513,55.620210547375024,53.166377729108476,54.03243637084961,2058400,0.0,0
1999-05-17,53.214516415622064,54.080575453127665,52.34845737811646,52.8296012878418,2075000,0.0,0
1999-05-18,52.540914942006594,54.224918626045266,52.44468616006152,52.8296012878418,1407100,0.0,0
1999-05-19,53.406959134678885,53.74375977787055,52.92581535869079,53.35884475708008,727400,0.0,0
1999-05-20,53.55129229739118,53.984321615159836,52.63711929321289,52.63711929321289,520800,0.0,0
1999-05-21,52.44468300430863,52.973941273159454,51.963539123535156,51.963539123535156,936200,0.0,0
1999-05-24,51.578602242355714,51.77105971340928,50.038942473927186,50.27951431274414,1493000,0.0,0
1999-05-25,49.36535879623058,50.76067595518837,49.26913002664728,49.65404510498047,1662400,0.0,0
1999-05-26,50.520106182982595,51.289936372437566,48.547416322504226,50.85690689086914,1602900,0.0,0
1999-05-27,50.03896143163702,52.155994415283196,49.79838950167723,52.1559944152832,1220500,0.0,0
1999-05-28,52.15600319224536,52.97394789175474,51.57863046317991,52.30034637451172,901900,0.0,0
1999-06-01,51.28990839704683,51.28990839704683,48.93230472776418,49.413448333740234,953900,0.0,0
1999-06-02,49.076676123698235,49.317248065481074,47.72947324971437,48.6917610168457,2204300,0.0,0
